 8.22600000e-01  5.37973403e-04 
 8.22600000e-01  5.75331067e-04 
 8.22600000e-01  6.12688523e-04 
 8.22600000e-01  6.50045771e-04 
 8.22600000e-01  6.87402811e-04 
 8.22600000e-01  7.24759643e-04 
 8.22600000e-01  7.62116268e-04 
 8.22600000e-01  7.99472685e-04 
 8.22600000e-01  8.36828894e-04 
 8.22600000e-01  8.74184895e-04 
 8.22600000e-01  9.11540689e-04 
 8.22600000e-01  9.48896275e-04 
 8.22600000e-01  9.86251653e-04 
 8.22600000e-01  1.02360682e-03 
 8.22600000e-01  1.06096179e-03 
 8.22600000e-01  1.09831654e-03 
 8.22600000e-01  1.13567109e-03 
 8.22600000e-01  1.17302543e-03 
 8.22600000e-01  1.21037956e-03 
 8.22600000e-01  5.24554512e-04 
 8.22600000e-01  5.60980389e-04 
 8.22600000e-01  5.97406068e-04 
 8.22600000e-01  6.33831551e-04 
 8.22600000e-01  6.70256836e-04 
 8.22600000e-01  7.06681924e-04 
 8.22600000e-01  7.43106814e-04 
 8.22600000e-01  7.79531507e-04 
 8.22600000e-01  8.15956003e-04 
 8.22600000e-01  8.52380302e-04 
 8.22600000e-01  8.88804403e-04 
 8.22600000e-01  9.25228307e-04 
 8.22600000e-01  9.61652014e-04 
 8.22600000e-01  9.98075524e-04 
 8.22600000e-01  1.03449884e-03 
 8.22600000e-01  1.07092195e-03 
 8.22600000e-01  1.10734487e-03 
 8.22600000e-01  1.14376759e-03 
 8.22600000e-01  1.18019011e-03 
 8.22600000e-01  5.11472136e-04 
 8.22600000e-01  5.46989591e-04 
 8.22600000e-01  5.82506859e-04 
 8.22600000e-01  6.18023940e-04 
 8.22600000e-01  6.53540833e-04 
 8.22600000e-01  6.89057539e-04 
 8.22600000e-01  7.24574058e-04 
 8.22600000e-01  7.60090390e-04 
 8.22600000e-01  7.95606533e-04 
 8.22600000e-01  8.31122490e-04 
 8.22600000e-01  8.66638260e-04 
 8.22600000e-01  9.02153842e-04 
 8.22600000e-01  9.37669236e-04 
 8.22600000e-01  9.73184444e-04 
 8.22600000e-01  1.00869946e-03 
 8.22600000e-01  1.04421430e-03 
 8.22600000e-01  1.07972894e-03 
 8.22600000e-01  1.11524340e-03 
 8.22600000e-01  1.15075767e-03 
 8.22600000e-01  4.98722490e-04 
 8.22600000e-01  5.33354626e-04 
 8.22600000e-01  5.67986585e-04 
 8.22600000e-01  6.02618365e-04 
 8.22600000e-01  6.37249968e-04 
 8.22600000e-01  6.71881392e-04 
 8.22600000e-01  7.06512639e-04 
 8.22600000e-01  7.41143708e-04 
 8.22600000e-01  7.75774599e-04 
 8.22600000e-01  8.10405312e-04 
 8.22600000e-01  8.45035847e-04 
 8.22600000e-01  8.79666205e-04 
 8.22600000e-01  9.14296384e-04 
 8.22600000e-01  9.48926386e-04 
 8.22600000e-01  9.83556210e-04 
 8.22600000e-01  1.01818586e-03 
 8.22600000e-01  1.05281532e-03 
