 8.22600000e-01  8.66379988e+00 
 8.22600000e-01  8.66377549e+00 
 8.22600000e-01  8.66375111e+00 
 8.22600000e-01  8.66372673e+00 
 8.22600000e-01  8.66370235e+00 
 8.22600000e-01  8.66367796e+00 
 8.22600000e-01  8.66365358e+00 
 8.22600000e-01  8.66362920e+00 
 8.22600000e-01  8.66360482e+00 
 8.22600000e-01  8.66358044e+00 
 8.22600000e-01  8.66355606e+00 
 8.22600000e-01  8.66353168e+00 
 8.22600000e-01  8.66350730e+00 
 8.22600000e-01  8.66348292e+00 
 8.22600000e-01  8.66345854e+00 
 8.22600000e-01  8.66343416e+00 
 8.22600000e-01  8.66340978e+00 
 8.22600000e-01  8.66338540e+00 
 8.22600000e-01  8.66336102e+00 
 8.22600000e-01  8.44426374e+00 
 8.22600000e-01  8.44424060e+00 
 8.22600000e-01  8.44421746e+00 
 8.22600000e-01  8.44419432e+00 
 8.22600000e-01  8.44417118e+00 
 8.22600000e-01  8.44414804e+00 
 8.22600000e-01  8.44412491e+00 
 8.22600000e-01  8.44410177e+00 
 8.22600000e-01  8.44407863e+00 
 8.22600000e-01  8.44405550e+00 
 8.22600000e-01  8.44403236e+00 
 8.22600000e-01  8.44400923e+00 
 8.22600000e-01  8.44398609e+00 
 8.22600000e-01  8.44396296e+00 
 8.22600000e-01  8.44393982e+00 
 8.22600000e-01  8.44391669e+00 
 8.22600000e-01  8.44389355e+00 
 8.22600000e-01  8.44387042e+00 
 8.22600000e-01  8.44384729e+00 
 8.22600000e-01  8.23037816e+00 
 8.22600000e-01  8.23035620e+00 
 8.22600000e-01  8.23033425e+00 
 8.22600000e-01  8.23031229e+00 
 8.22600000e-01  8.23029033e+00 
 8.22600000e-01  8.23026838e+00 
 8.22600000e-01  8.23024642e+00 
 8.22600000e-01  8.23022447e+00 
 8.22600000e-01  8.23020251e+00 
 8.22600000e-01  8.23018055e+00 
 8.22600000e-01  8.23015860e+00 
 8.22600000e-01  8.23013665e+00 
 8.22600000e-01  8.23011469e+00 
 8.22600000e-01  8.23009274e+00 
 8.22600000e-01  8.23007078e+00 
 8.22600000e-01  8.23004883e+00 
 8.22600000e-01  8.23002688e+00 
 8.22600000e-01  8.23000493e+00 
 8.22600000e-01  8.22998297e+00 
 8.22600000e-01  8.02207086e+00 
 8.22600000e-01  8.02205002e+00 
 8.22600000e-01  8.02202918e+00 
 8.22600000e-01  8.02200835e+00 
 8.22600000e-01  8.02198751e+00 
 8.22600000e-01  8.02196667e+00 
 8.22600000e-01  8.02194584e+00 
 8.22600000e-01  8.02192500e+00 
 8.22600000e-01  8.02190416e+00 
 8.22600000e-01  8.02188333e+00 
 8.22600000e-01  8.02186250e+00 
 8.22600000e-01  8.02184166e+00 
 8.22600000e-01  8.02182083e+00 
 8.22600000e-01  8.02179999e+00 
 8.22600000e-01  8.02177916e+00 
 8.22600000e-01  8.02175833e+00 
 8.22600000e-01  8.02173749e+00 
 8.22600000e-01  8.02171666e+00 
 8.22600000e-01  8.02169583e+00 
 8.22600000e-01  7.81926379e+00 
